Gene;Log2Fc sEC/cEC;Mean cEC;Mean sEC;Log2Fc sPC/cPC;Mean cPC;Mean sPC;Log 2Fc sAC/cAC;Mean cAC;Mean sAC;Log2Fc sMG/cMG;Mean cMG;Mean sMG;cEC_exp;cPC_exp;cAC_exp;cMG_exp;sEC_exp;sPC_exp;sAC_exp;sMG_exp;EC_reg;PC_reg;AC_reg;MG_reg
Rhou;-0,94;18;8;0,14;18;19;-0,28;766;606;0;9;9;0;0;1;0;0;0;1;0;0;0;0;0
Csnk2b;-0,15;1101;978;0,03;954;933;-0,02;837;793;0,59;716;1036;1;1;1;1;1;1;1;1;0;0;0;0
Dedd;-0,21;58;49;-0,02;66;62;0,18;43;47;-0,59;77;48;1;1;1;1;1;1;1;1;0;0;0;0
Hnrnpul1;-0,15;472;421;-0,04;539;502;0,03;388;382;-0,52;821;547;1;1;1;1;1;1;1;1;0;0;0;0
Rpa2;-0,17;367;321;-0,05;284;262;-0,11;416;369;0,21;364;405;1;1;1;1;1;1;1;1;0;0;0;0
Fgfrl1;-0,04;45;43;0,09;112;115;0,19;808;892;-0,35;58;43;1;1;1;0;1;0;1;1;0;0;0;0
Oat;-0,18;1004;868;-0,03;6345;5979;-0,13;3956;3489;0,48;1058;1412;1;1;1;1;1;1;1;1;0;0;0;0
Fosb;-0,11;1665;1529;-0,05;3744;3482;0,86;159;276;-1,51;1753;584;1;1;1;1;1;1;1;1;0;0;0;1
Uaca;-0,55;2881;1945;0,06;1704;1711;-0,77;174;99;0,81;35;60;1;1;1;0;1;1;1;1;0;0;0;0
Cldn5;-0,16;40887;36114;-0,05;1257;1170;-0,18;403;341;0,69;315;490;1;1;1;1;1;1;1;1;0;0;0;0
Nomo1;0,14;1925;2086;-0,04;1108;1029;0,25;521;599;1,08;604;1228;1;1;1;1;1;1;1;1;0;0;0;1
Trim28;0,81;525;909;-0,04;1044;979;-0,07;1084;998;0,26;1172;1351;1;1;1;1;1;1;1;1;1;0;0;0
Reep3;-0,38;2183;1656;-0,03;955;899;0,1;1566;1610;0,05;1272;1263;1;1;1;1;1;1;1;1;0;0;0;0
Utp6;0,38;434;553;-0,02;782;741;0,37;454;563;0,48;621;832;1;1;1;1;1;1;1;1;0;0;0;0
Tspan7;0,48;358;488;0,03;762;742;-0,39;20332;14988;-0,72;2857;1658;1;1;1;1;1;1;1;1;0;0;0;1
Tmem38b;-0,17;137;119;-0,73;3543;2062;0,02;251;244;0,01;221;214;1;1;1;1;1;1;1;1;0;1;0;0
Eif4e2;-0,12;872;795;0,03;753;734;0,34;480;584;0,61;1074;1573;1;1;1;1;1;1;1;1;0;0;0;0
2510009E07Rik;-0,33;934;731;-0,03;658;617;-0,31;742;582;0,71;593;930;1;1;1;1;1;1;1;1;0;0;0;1
Pkn2;-0,28;716;579;-0,03;643;605;0,1;417;430;0,11;442;456;1;1;1;1;1;1;1;1;0;0;0;0
Ino80c;1,08;603;1258;0,03;628;616;0,37;427;530;-0,17;516;440;1;1;1;1;1;1;1;1;1;0;0;0
Pln;-2,61;33;4;-1,09;2396;1086;-0,61;30;19;1,08;16;35;0;1;1;0;0;1;0;0;0;1;0;0
Cebpg;-0,01;1329;1301;0,04;623;612;0,32;478;575;-0,64;1484;912;1;1;1;1;1;1;1;1;0;0;0;1
Ngdn;0,04;797;809;-0,02;568;536;0,13;520;549;0,38;635;790;1;1;1;1;1;1;1;1;0;0;0;0
Sgcb;0,83;112;195;-0,05;521;484;-0,03;1270;1202;0,57;427;609;0;1;1;1;1;1;1;1;0;0;0;0
Usf1;-0,01;528;516;-0,03;464;433;-0,33;767;586;-1,01;1187;564;1;1;1;1;1;1;1;1;0;0;0;1
Ncoa2;-0,38;302;228;0,03;382;373;0,36;519;636;-0,86;465;245;1;1;1;1;1;1;1;1;0;0;0;0
Git2;-0,59;1300;851;-0,03;389;367;-0,05;370;342;-1,1;1980;885;1;1;1;1;1;1;1;1;0;0;0;1
Cpeb4;0,31;130;159;-0,06;379;352;0,29;468;553;0,39;181;229;1;1;1;1;1;1;1;1;0;0;0;0
Kif1c;-0,89;386;207;-0,04;367;344;-0,23;138;113;0,38;57;71;1;1;1;1;1;1;1;1;0;0;0;0
Capg;-0,02;4987;4834;2,03;686;2680;0,94;365;680;2,42;815;4177;1;1;1;1;1;1;1;1;0;1;0;1
Crcp;-0,16;564;497;-0,03;352;328;0,33;239;288;-0,15;400;345;1;1;1;1;1;1;1;1;0;0;0;0
Txnrd2;-0,14;196;174;0,05;302;297;0,03;249;246;-0,39;659;482;1;1;1;1;1;1;1;1;0;0;0;0
Galt;-0,07;429;404;-0,04;297;277;-0,23;270;222;-0,17;258;219;1;1;1;1;1;1;1;1;0;0;0;0
Uqcc3;-0,81;971;548;-0,02;295;277;-0,4;471;344;-0,29;399;312;1;1;1;1;1;1;1;1;0;0;0;0
Gtf3c2;-0,52;258;177;0,04;276;271;-0,17;384;328;-0,16;398;341;1;1;1;1;1;1;1;1;0;0;0;0
Surf2;0,05;225;230;-0,03;243;227;0,29;227;269;0,02;360;351;1;1;1;1;1;1;1;1;0;0;0;0
Mphosph8;-0,3;417;334;0,04;231;229;-0,05;322;299;0,54;195;272;1;1;1;1;1;1;1;1;0;0;0;0
Hltf;-0,97;356;179;0,07;224;225;-0,54;244;161;-0,71;563;330;1;0;1;1;1;1;1;1;0;0;0;1
Cyp2d22;-0,63;2740;1751;0,09;184;187;-0,69;6313;3787;-0,89;74;38;1;0;1;0;1;1;1;0;0;0;0;0
Pds5a;0,06;172;176;-0,07;195;179;0;203;195;-0,26;290;233;1;1;1;1;1;0;1;1;0;0;0;0
Cops7b;-0,25;185;153;0,04;169;168;0,05;189;188;0,28;172;200;1;1;1;1;1;1;1;1;0;0;0;0
Jade2;-0,32;388;306;-0,04;147;138;0,12;177;183;-1,18;683;288;1;1;1;1;1;1;1;1;0;0;0;1
Tada1;0,02;110;109;0,05;133;132;-0,1;249;223;-0,11;235;208;1;1;1;1;1;1;1;1;0;0;0;0
Usp2;0,83;156;272;-0,46;2007;1398;-0,68;4457;2693;-0,96;3972;1956;0;1;1;1;1;1;1;1;0;0;0;1
Ppp3cc;-0,2;702;601;1,11;109;225;0,23;235;266;1,04;58;116;1;1;1;1;1;1;1;1;0;1;0;0
Zfp748;-0,26;133;109;0,1;119;122;0,18;258;282;-0,15;204;176;0;0;1;1;1;1;1;1;0;0;0;0
Dennd5b;-0,63;445;285;0,1;116;120;-0,39;232;168;0,64;6;10;1;0;1;0;1;1;1;0;0;0;0;0
Slf1;-0,32;93;73;0,05;112;110;-0,34;152;116;-0,21;121;100;0;1;1;1;1;1;1;1;0;0;0;0
Ust;1,29;5;14;-0,1;111;99;-0,2;158;131;-0,05;138;127;0;0;1;1;0;1;1;0;0;0;0;0
1110008L16Rik;-0,85;382;210;-0,07;93;84;0,09;100;103;0,79;84;141;1;1;1;0;1;1;1;1;0;0;0;0
Zfp87;0,09;137;143;-0,08;85;77;-0,41;164;118;-0,46;200;139;1;1;1;1;1;0;1;1;0;0;0;0
Tcaim;-0,25;114;94;-0,13;84;73;0,09;239;244;-0,03;66;62;1;0;1;1;1;0;1;0;0;0;0;0
Helq;-0,99;95;47;-0,15;83;72;-0,02;88;85;-0,26;95;76;1;0;1;1;0;0;1;1;0;0;0;0
Foxq1;-0,44;2073;1506;-0,09;50;45;0,58;17;25;-1,11;22;9;1;1;0;0;1;0;0;0;0;0;0;0
Zfp994;-0,93;77;39;0,13;43;45;-0,5;57;39;-0,65;157;96;0;1;0;1;0;0;0;1;0;0;0;0
Gm4673;-0,1;83;75;0,15;21;22;-0,32;42;32;-1,34;62;23;0;0;1;0;0;0;1;0;0;0;0;0
Gm7666;0,44;10;14;-0,07;14;13;-0,04;14;13;0,74;15;26;0;0;0;0;1;1;0;0;0;0;0;0
6820431F20Rik;0,53;15;21;-0,09;8;7;0,2;24;26;-0,23;19;16;0;0;1;0;0;0;1;0;0;0;0;0
A130071D04Rik;0,31;11;13;0,3;5;6;-1,86;12;2;-1,19;328;137;0;0;0;1;0;0;0;1;0;0;0;0
Thsd4;0,16;4;4;-0,37;1933;1434;-0,81;43;23;0,77;8;15;0;1;1;0;0;1;0;0;0;0;0;0
Mir3064;0;8;8;0,08;5;5;-0,15;38;33;-2,16;37;7;0;0;1;1;0;0;0;0;0;0;0;1
Yipf3;-0,26;1557;1275;-0,03;1539;1444;-0,26;2511;2021;-0,18;1867;1580;1;1;1;1;1;1;1;1;0;0;0;0
Dnm1l;-0,18;970;844;-0,02;1097;1039;0,22;1011;1131;0,3;702;827;1;1;1;1;1;1;1;1;0;0;0;0
Arhgap5;-0,52;976;671;-0,04;804;746;-0,16;2616;2269;-0,68;2271;1360;1;1;1;1;1;1;1;1;0;0;0;0
Ankrd44;-0,74;86;50;-0,03;358;335;-0,41;174;126;-1,01;1173;557;1;1;1;1;0;1;1;1;0;0;0;1
Ddx59;0,09;76;80;0,11;146;150;0,2;150;166;-0,17;133;113;0;0;1;1;1;0;1;1;0;0;0;0
Gm17354;-1,41;67;24;-0,12;25;22;-0,71;64;37;-0,75;64;36;1;0;1;1;0;0;1;0;0;0;0;0
A030001D20Rik;0,55;30;44;0,09;18;19;0,49;38;52;-0,22;7;5;0;0;1;0;0;0;1;0;0;0;0;0
Nat2;-0,99;31;15;0,16;17;18;-0,52;34;23;-0,27;31;24;0;0;1;0;0;0;1;0;0;0;0;0
Zfp770;0,69;17;28;-0,15;27;24;-0,68;55;32;-0,54;96;63;0;0;1;1;0;0;0;1;0;0;0;0
Rbm4b;-0,27;80;65;-0,07;63;57;0,03;111;108;-0,26;54;43;0;1;1;1;1;1;1;1;0;0;0;0
Islr;1,13;9;20;0,05;2015;1990;-0,47;262;181;0,54;9;13;0;1;1;0;0;1;1;0;0;0;0;0
Mical2;0,25;3;3;-0,74;2117;1218;-0,38;581;433;0,05;26;26;0;1;1;0;0;1;1;0;0;0;0;0
Ptprf;0,65;35;56;0,04;1346;1332;-0,03;2177;2058;-0,19;40;33;0;1;1;1;0;1;1;0;0;0;0;0
Tgfbi;3,86;80;1129;2,59;484;2723;2,32;197;938;2,11;1394;5778;0;1;1;1;1;1;1;1;1;1;1;1
Ipo9;0,4;668;866;-0,03;1313;1234;0,32;715;862;-0,05;1197;1111;1;1;1;1;1;1;1;1;0;0;0;0
Shoc2;-0,33;776;610;0,04;699;693;-0,02;317;301;0,31;330;392;1;1;1;1;1;1;1;1;0;0;0;0
Cyp4f13;-0,56;427;286;-0,03;450;419;-0,54;1711;1142;-0,65;1794;1090;1;1;1;1;1;1;1;1;0;0;0;1
Col5a2;0,05;320;327;-0,06;434;399;0,57;88;126;0,63;8;13;1;1;1;0;1;1;1;0;0;0;0;0
Washc3;-0,78;550;317;-0,03;415;389;-0,52;462;311;0,5;374;506;1;1;1;1;1;1;1;1;0;0;0;0
Znhit3;-0,76;333;194;-0,02;242;229;-0,26;306;246;0,41;186;237;1;1;1;1;1;1;1;1;0;0;0;0
Dhx57;0,15;142;155;0,11;156;160;0,37;120;149;-1,07;262;118;0;0;1;1;1;1;1;1;0;0;0;1
Pcdhgb6;1,75;56;189;0,07;144;146;0,06;335;334;-0,5;29;19;0;1;1;0;0;1;1;0;0;0;0;0
Qtrt2;0,42;82;108;-0,06;146;135;-0,27;123;99;-0,06;98;90;1;1;1;1;1;1;1;1;0;0;0;0
A630052C17Rik;0,11;61;65;0,12;34;35;-0,23;56;47;-0,25;31;25;0;0;1;0;0;0;1;0;0;0;0;0
Gm7658;0,24;12;14;-0,06;14;13;0,6;7;11;0,8;12;20;0;0;0;0;0;0;0;1;0;0;0;0
1700023H06Rik;0,21;6;7;-0,27;7;5;0,51;14;19;-0,57;59;37;0;0;0;1;0;0;1;1;0;0;0;0
Tbx18;-1,73;7;1;0,06;1644;1651;0,27;11;13;1,19;5;12;0;1;0;0;0;1;0;0;0;0;0;0
Rbm26;0,33;137;171;0,08;148;151;0,18;215;236;-0,77;601;339;1;1;1;1;1;1;1;1;0;0;0;0
Usp54;-0,61;1483;954;-0,07;232;209;-0,2;2479;2076;-0,08;61;55;1;1;1;1;1;1;1;0;0;0;0;0
Kin;0,65;115;177;0,06;98;98;-0,17;157;135;-0,38;184;135;0;1;1;1;1;1;1;1;0;0;0;0
Sp3os;-0,73;155;92;-0,04;63;59;-0,5;105;71;0,22;58;66;1;1;1;1;1;1;1;1;0;0;0;0
Zfp72;-0,81;46;25;-0,13;54;47;-0,55;79;51;1,23;18;42;0;1;1;0;0;0;0;0;0;0;0;0
Pigw;0,93;19;38;0,16;25;27;-0,18;51;44;0,01;48;46;0;0;1;0;0;0;0;1;0;0;0;0
Ypel3;-1,08;1686;789;-0,43;1918;1367;-0,45;1508;1058;-1,38;2362;872;1;1;1;1;1;1;1;1;1;0;0;1
Gm9816;0,25;19;23;-0,05;27;25;0,41;22;28;0,3;23;27;0;1;1;1;1;0;1;1;0;0;0;0
Dmp1;-2,73;5;0;0,5;1381;1879;0;525;508;0,35;7;10;0;1;1;0;0;1;1;0;0;0;0;0
AC126943.1;-1,28;44;17;0,11;11;12;0,4;45;58;-0,76;142;80;1;0;1;1;0;0;1;1;0;0;0;0
2010320M18Rik;-0,47;108;76;-0,05;105;98;-0,37;90;67;-0,25;39;32;1;1;1;1;1;1;1;0;0;0;0;0
Nsmce3;0,05;379;386;0,03;271;267;0,17;351;379;-0,08;364;330;1;1;1;1;1;1;1;1;0;0;0;0
Slc7a4;1,39;13;35;0,2;85;96;-0,39;354;262;-0,21;29;24;0;0;1;0;0;0;1;0;0;0;0;0
Eif3i;0,33;1341;1656;0,52;1363;1878;0,09;1296;1324;0,95;1132;2096;1;1;1;1;1;1;1;1;0;0;0;1
9530082P21Rik;0,47;609;832;-0,04;365;341;0,01;534;516;0,31;165;197;1;1;1;1;1;1;1;1;0;0;0;0
Dctn4;-0,09;926;856;-0,03;1702;1603;-0,02;1778;1687;0,07;973;978;1;1;1;1;1;1;1;1;0;0;0;0
Atp6v1e1;0,03;2697;2720;-0,03;2641;2485;0,03;2742;2685;0,51;2190;2979;1;1;1;1;1;1;1;1;0;0;0;0
Zfp260;-0,43;599;438;-0,04;1162;1089;-0,16;638;553;-0,5;445;302;1;1;1;1;1;1;1;1;0;0;0;0
S100pbp;-0,45;91;66;-0,08;78;71;-0,18;140;119;-0,29;87;68;0;1;1;1;1;0;1;0;0;0;0;0
Qser1;-0,17;328;289;-0,96;342;168;0,61;144;213;-0,36;189;141;1;1;1;1;1;1;1;1;0;1;0;0
Magi3;-0,47;320;229;-0,14;46;40;-0,1;147;133;-0,01;47;45;1;0;1;0;1;0;1;1;0;0;0;0
Rpl3;-0,07;4780;4493;0,02;4276;4154;0,53;2057;2854;0,43;4737;6118;1;1;1;1;1;1;1;1;0;0;0;0
Pdcd10;-0,57;971;643;-0,05;630;588;0,07;422;423;0,31;414;495;1;1;1;1;1;1;1;1;0;0;0;0
Arhgef3;-0,47;1906;1356;-0,13;114;101;0,1;96;98;-0,6;316;200;1;0;1;1;1;0;1;1;0;0;0;0
Toporsos;-0,34;110;85;0,04;67;65;-0,11;63;55;0,21;68;76;1;1;1;1;1;1;1;1;0;0;0;0
Flcn;-0,21;420;357;0,05;497;492;-0,48;1438;994;-0,76;2231;1262;1;1;1;1;1;1;1;1;0;0;0;0
Lrch3;-0,47;1090;779;0,04;519;512;-0,07;872;806;-0,6;622;395;1;1;1;1;1;1;1;1;0;0;0;0
Slc48a1;-0,04;1746;1672;0,01;3358;3250;-0,36;9153;6845;0,76;873;1415;1;1;1;1;1;1;1;1;0;0;0;0
Aga;-0,71;722;434;-0,05;416;385;-0,04;611;575;0,52;1150;1582;1;1;1;1;1;1;1;1;0;0;0;0
Ssbp1;-0,23;336;283;0,02;269;262;0;351;339;0,26;512;586;1;1;1;1;1;1;1;1;0;0;0;0
Sbno2;1,22;1089;2490;1,36;921;2273;1,96;465;1759;0,29;1886;2211;1;1;1;1;1;1;1;1;1;1;1;0
Pola1;-0,47;106;74;0,12;76;80;-0,74;98;56;0,02;62;60;0;1;1;0;0;0;1;1;0;0;0;0
Tspyl4;-0,36;103;78;-0,67;425;255;0,06;777;776;-0,67;41;24;0;1;1;0;0;1;1;0;0;1;0;0
Acyp1;-1,15;160;70;-0,05;79;73;-0,1;125;112;0,94;61;114;1;1;1;1;1;1;1;1;0;0;0;0
Tmem132b;-1,38;24;9;-0,27;30;24;-0,16;562;483;0,44;7;10;0;0;1;0;0;0;1;0;0;0;0;0
Slc35f6;0,63;497;751;0,5;1360;1845;0,06;3044;3054;1;1627;3113;1;1;1;1;1;1;1;1;0;0;0;1
Ccne1;0,46;9;13;0,27;13;15;0,12;61;63;1,9;17;64;0;0;0;0;0;0;1;0;0;0;0;0
Cstb;0,03;2049;2063;1,02;1082;2080;1,16;955;2030;2,62;1143;6768;1;1;1;1;1;1;1;1;0;1;0;1
Zfand4;-0,06;21;20;0,27;9;11;-0,04;212;198;1,62;11;36;0;0;1;0;0;0;1;0;0;0;0;0
Ccdc59;-0,69;658;403;0,03;349;341;0,15;293;312;0,25;316;359;1;1;1;1;1;1;1;1;0;0;0;0
Gabpa;-0,41;433;322;-0,05;359;332;-0,06;250;232;-0,22;395;327;1;1;1;1;1;1;1;1;0;0;0;0
Slc25a16;-0,48;273;192;0,04;327;322;0,18;314;344;-0,05;167;154;1;1;1;1;1;1;1;1;0;0;0;0
Sdha;-0,03;4065;3921;-0,46;8080;5635;0,03;6666;6564;-0,19;3445;2894;1;1;1;1;1;1;1;1;0;0;0;0
Mrps18c;-0,55;731;492;0,03;316;309;0,09;246;251;1,02;280;545;1;1;1;1;1;1;1;1;0;0;0;0
Mag;1,64;213;660;0,16;816;882;0,46;15697;20547;-0,17;737;626;1;1;1;1;1;1;1;1;0;0;0;0
Wnk1;0,14;1209;1315;0,03;864;842;0,31;942;1115;0,14;2163;2284;1;1;1;1;1;1;1;1;0;0;0;0
Faap100;0,14;422;458;0,07;510;513;0,07;466;473;-0,23;496;404;1;1;1;1;1;1;1;0;0;0;0;0
Tmem201;0,31;245;298;-0,04;507;472;-0,16;1343;1163;-0,08;487;443;1;1;1;1;1;1;1;1;0;0;0;0
Cd320;-0,63;2467;1573;0,06;283;283;-0,53;1530;1027;0,83;326;556;1;1;1;1;1;1;1;1;0;0;0;1
Btf3l4;-0,42;199;145;-0,03;228;216;0,2;180;199;0,35;174;213;1;1;1;1;1;1;1;1;0;0;0;0
Tyk2;-0,61;245;157;-0,1;170;152;-0,53;267;178;-0,71;692;404;1;0;1;1;0;1;1;1;0;0;0;0
Sympk;0,15;290;316;-0,94;531;266;-0,06;543;500;-0,69;319;189;1;1;1;1;0;1;1;1;0;1;0;0
Slc20a2;0,06;207;212;-0,82;3030;1650;-0,26;3623;2919;0,23;153;173;1;1;1;1;1;1;1;1;0;1;0;0
Ccdc9;0,38;148;191;-0,06;92;85;0,14;79;84;-0,38;133;98;1;1;1;1;1;1;1;1;0;0;0;0
Nphp3;-0,76;65;38;0,2;38;41;-0,57;354;232;0,01;24;23;0;0;1;0;0;0;1;0;0;0;0;0
Reps2;-0,34;14;10;-0,22;27;22;1,13;32;67;0,68;7;12;0;0;1;0;0;0;0;0;0;0;0;0
Styx;-1,01;19;8;-0,12;6;5;-0,57;15;10;-1,13;18;7;1;0;0;0;0;0;0;0;0;0;0;0
Exosc10;0,02;1058;1057;-0,04;965;900;0,14;759;810;0,15;889;942;1;1;1;1;1;1;1;1;0;0;0;0
Rbpms;0,35;1113;1393;-0,04;5363;5033;-0,15;184;161;0,61;174;256;1;1;1;1;1;1;1;1;0;0;0;1
Dnaaf3;0,54;25;37;-0,11;15;13;-0,36;137;105;-0,85;28;14;0;0;1;0;0;0;1;0;0;0;0;0
Chmp5;-0,68;2427;1498;0,02;1357;1323;0,03;1066;1041;0,14;992;1047;1;1;1;1;1;1;1;1;0;0;0;0
4930522L14Rik;-0,72;107;64;-0,07;28;26;-0,26;70;56;-0,28;67;53;1;1;1;1;1;0;1;1;0;0;0;0
Acad9;0,25;356;415;-0,03;385;360;0,15;447;476;0,2;310;343;1;1;1;1;1;1;1;1;0;0;0;0
Alg10b;0,09;147;154;-0,06;103;95;0,37;168;210;-0,27;162;129;1;1;1;1;1;1;1;1;0;0;0;0
Nhsl1;-0,44;735;534;0,19;29;33;0,06;630;634;0,04;14;14;1;0;1;0;1;0;1;0;0;0;0;0
Dnajb2;0,16;539;593;0,03;1222;1199;-0,16;2230;1918;-0,04;317;294;1;1;1;1;1;1;1;1;0;0;0;0
2810468N07Rik;0,1;21;23;0,19;57;63;-0,28;1620;1277;-1,33;63;23;0;0;1;1;0;0;1;0;0;0;0;0
Cox4i2;-0,85;25;13;0,07;745;756;-0,42;62;44;0,09;11;12;0;1;1;0;0;1;1;0;0;0;0;0
Copz1;0,12;2216;2358;-0,03;2410;2257;-0,03;1846;1740;0,59;1923;2768;1;1;1;1;1;1;1;1;0;0;0;1
Tcp11l1;-0,58;77;50;0,06;164;164;0,33;243;294;0,66;156;237;0;1;1;1;0;1;1;1;0;0;0;1
5430427O19Rik;0,39;29;38;5,6;0;46;1,18;12;26;-0,17;521;445;0;0;0;1;0;0;0;1;0;0;0;0
Aida;-0,28;303;245;-0,04;165;154;-0,17;112;96;-0,18;117;98;1;1;1;1;1;1;1;1;0;0;0;0
Lrwd1;0,06;300;308;0,05;201;200;-0,14;378;334;-0,39;456;333;1;1;1;1;1;1;1;1;0;0;0;0
Erap1;0,29;774;929;0,06;587;585;0,29;546;646;0,12;1319;1374;1;1;1;1;1;1;1;1;0;0;0;0
Dgkg;2,35;0;8;-1,34;2300;880;0,13;15;16;0,87;3;7;0;1;0;0;0;1;0;0;0;0;0;0
Vps4a;-0,04;1359;1306;0,02;1407;1366;0,09;1508;1546;0,3;925;1094;1;1;1;1;1;1;1;1;0;0;0;0
Ndufa10;0,01;1167;1157;-0,49;1865;1276;-0,12;2065;1829;0,88;959;1693;1;1;1;1;1;1;1;1;0;0;0;1
Crim1;0,59;731;1084;-1,01;5285;2527;-0,44;378;269;-0,38;146;108;1;1;1;1;1;1;1;1;0;1;0;0
Kmt2d;0,12;635;680;-0,05;519;484;-0,13;766;669;-0,87;1344;704;1;1;1;1;1;1;1;1;0;0;0;1
Rap2a;0,03;160;162;-0,08;356;325;0,43;119;154;-0,11;518;464;1;1;1;1;1;1;1;1;0;0;0;0
Cd163;2,08;9;40;0,08;183;182;0,46;32;43;0,04;130;129;0;1;1;1;0;1;0;1;0;0;0;0
Hexdc;-0,69;34;20;-0,14;33;28;-0,77;140;80;-0,86;59;31;0;0;1;0;0;0;1;0;0;0;0;0
B230217C12Rik;0,63;20;32;0,08;102;104;-0,8;118;65;-0,62;24;14;0;1;1;1;0;1;1;0;0;0;0;0
Rpa1;0,32;552;678;-0,03;2449;2289;-0,1;1249;1122;0,07;553;555;1;1;1;1;1;1;1;1;0;0;0;0
1600014C10Rik;0,25;302;352;-0,04;675;627;-0,11;370;331;-0,31;1736;1342;1;1;1;1;1;1;1;1;0;0;0;0
Ammecr1l;0,01;323;320;-0,06;354;329;-0,24;518;423;-0,2;375;313;1;1;1;1;1;1;1;1;0;0;0;0
Lrrc61;0,04;113;113;0,06;131;132;-0,13;318;279;-1,02;247;116;1;1;1;1;1;1;1;1;0;0;0;1
Mog;0,01;223;226;0,18;168;186;-0,07;7220;6533;0,5;100;137;1;0;1;0;0;1;1;0;0;0;0;0
Arhgap21;-0,17;194;171;-0,09;109;99;0,03;786;774;-0,23;117;95;1;1;1;1;1;0;1;0;0;0;0;0
Dnaja2;0,08;1999;2079;-0,02;2503;2360;0,37;1923;2391;0,22;2116;2364;1;1;1;1;1;1;1;1;0;0;0;0
Tinagl1;-0,3;12106;9615;-1,04;19073;8924;-0,39;256;190;0,27;161;185;1;1;1;1;1;1;1;1;0;1;0;0
BC005537;-0,46;858;615;0,04;572;563;0,07;601;606;-0,04;1048;981;1;1;1;1;1;1;1;1;0;0;0;0
Mon2;-0,2;492;420;-0,05;530;496;0,26;607;699;-0,51;1029;693;1;1;1;1;1;1;1;1;0;0;0;0
Thap7;-0,2;466;398;0,04;374;369;-0,27;440;351;0,34;378;458;1;1;1;1;1;1;1;1;0;0;0;0
Ggact;-0,38;854;646;0,04;371;366;-0,22;324;270;0,2;102;112;1;1;1;1;1;1;1;1;0;0;0;0
Trappc2;-0,65;295;186;0,03;124;122;0,05;240;238;1;132;255;1;1;1;1;1;1;1;1;0;0;0;0
Tcap;-3,94;51;2;-1,91;494;126;NA;0;0;-1,03;4;1;0;1;0;0;0;1;0;0;0;1;0;0
Gm15920;-0,28;14;11;0,06;11;11;-0,06;16;15;0,57;17;24;0;0;1;1;0;0;0;0;0;0;0;0
B4galt3;0,3;411;496;0,04;462;451;-0,09;604;547;-0,57;1719;1109;1;1;1;1;1;1;1;1;0;0;0;0
9330136K24Rik;0,36;25;32;0,12;14;15;-0,03;23;22;-0,12;13;12;1;0;1;0;1;0;1;0;0;0;0;0
Zfr;-0,41;1388;1033;0,03;1275;1256;0,23;1607;1811;0,02;1193;1159;1;1;1;1;1;1;1;1;0;0;0;0
Plod3;0,68;1276;2013;0,66;977;1474;0,4;1137;1459;-0,16;2654;2280;1;1;1;1;1;1;1;1;0;1;0;0
Prpsap2;0,27;83;99;0,07;132;133;-0,02;256;242;-0,39;519;379;0;1;1;1;1;1;1;1;0;0;0;0
Tor1b;0,34;586;726;0,05;828;823;0,33;861;1048;0,03;1201;1174;1;1;1;1;1;1;1;1;0;0;0;0
Ergic2;0,22;739;852;-0,03;756;709;0,2;452;498;0,27;691;800;1;1;1;1;1;1;1;1;0;0;0;0
Xpo5;0,17;350;388;-0,04;374;347;0,4;520;663;0,21;473;522;1;1;1;1;1;1;1;1;0;0;0;0
Itpr2;-0,21;1066;905;0,08;229;229;-0,29;1981;1564;-1,13;2828;1232;1;1;1;1;1;1;1;1;0;0;0;1
Zfp932;-0,51;65;45;0,17;20;22;0,15;94;101;0,2;66;72;1;0;1;1;0;0;1;1;0;0;0;0
Plekhh1;0,28;64;78;0,22;23;26;-0,2;1542;1275;-0,32;31;23;1;0;1;0;0;0;1;0;0;0;0;0
Zfp551;-0,79;21;11;0,29;39;47;-0,61;44;27;-2,95;20;1;0;0;1;0;0;0;0;0;0;0;0;0
4833439L19Rik;-0,1;2977;2733;-0,39;5001;3659;0,04;3116;3080;-0,29;1788;1401;1;1;1;1;1;1;1;1;0;0;0;0
Hs6st1;0,66;30;47;0,15;26;28;-0,15;95;82;-1,21;327;135;1;0;1;1;1;0;1;1;0;0;0;1
Snx3;-0,32;6288;4964;0,03;3312;3229;0,07;2580;2601;1,07;2081;4199;1;1;1;1;1;1;1;1;0;0;0;1
AC159892.1;0,48;17;25;0,06;29;29;-0,04;26;25;0,08;23;23;0;1;1;1;1;1;1;0;0;0;0;0
9630010A21Rik;-0,01;25;25;0,29;4;5;-0,11;48;43;-1,63;42;12;0;0;0;1;0;0;1;0;0;0;0;0
Mrps7;-0,01;861;842;-0,03;675;631;0,05;995;993;0,63;540;799;1;1;1;1;1;1;1;1;0;0;0;1
Trim11;-0,11;284;256;-0,09;316;287;-0,34;467;357;-1,2;747;311;0;1;1;1;1;1;1;1;0;0;0;1
Zfp612;-1,26;11;4;-0,14;106;93;-0,36;274;205;-2,09;16;2;0;1;1;0;0;0;1;0;0;0;0;0
Mindy2;-0,24;1525;1276;0,05;770;768;0,04;1201;1193;-0,27;1186;944;1;1;1;1;1;1;1;1;0;0;0;0
Fam160b2;-0,87;206;110;0,05;374;373;-0,04;334;314;-1,06;309;142;1;1;1;1;1;1;1;1;0;0;0;1
Ccdc137;0,44;323;429;0,06;350;350;0,39;407;511;-0,11;294;261;1;1;1;1;1;1;1;1;0;0;0;0
